201685,Woolworths Mushrooms Cups Sliced 375g Punnet,$5.90,$15.73 / 1KG,/shop/productdetails/201685/woolworths-mushrooms-cups-sliced
384383,Sumo Citrus Each,N/A,N/A,/shop/productdetails/384383/sumo-citrus
921142,Just Veg. Carrot Shred 300g,$3.30,$11.00 / 1KG,/shop/productdetails/921142/just-veg-carrot-shred
133390,Banana Lady Finger Each,$1.28,$1.28 / 1EA,/shop/productdetails/133390/banana-lady-finger
761414,Envy Apple Each,$1.21,$1.21 / 1EA,/shop/productdetails/761414/envy-apple
185267,Beetroot Loose Each,$1.95,$1.95 / 1EA,/shop/productdetails/185267/beetroot-loose
137091,Woolworths Fresh Herb Coriander Bunch,$3.20,$3.20 / 1EA,/shop/productdetails/137091/woolworths-fresh-herb-coriander
89466,Woolworths Mushroom Sliced 500g,$7.50,$15.00 / 1KG,/shop/productdetails/89466/woolworths-mushroom-sliced
385086,Woolworths Baby Red Washed Potato 1kg Bag,N/A,N/A,/shop/productdetails/385086/woolworths-baby-red-washed-potato
588064,Woolworths Fresh Food Kids Mini Apples 5 Pack,$3.50,$0.70 / 1EA,/shop/productdetails/588064/woolworths-fresh-food-kids-mini-apples
306343,Jazz Apple Each,$1.21,$1.21 / 1EA,/shop/productdetails/306343/jazz-apple
145843,Snow Peas 1kg,$18.00,$18.00 / 1KG,/shop/productdetails/145843/snow-peas
254080,Woolworths Navel Oranges 3kg Bag,$4.90,$1.63 / 1KG,/shop/productdetails/254080/woolworths-navel-oranges
145111,Fresh Beurre Bosc Pear Each,$0.81,$0.81 / 1EA,/shop/productdetails/145111/fresh-beurre-bosc-pear
180148,Banana Red Tipped Each,$0.99,$0.99 / 1EA,/shop/productdetails/180148/banana-red-tipped
164642,Woolworths Caesar Salad Bowl 200g,$5.50,$27.50 / 1KG,/shop/productdetails/164642/woolworths-caesar-salad-bowl
800763,The Odd Bunch Apples Prepacked Punnet 1kg,$2.80,$2.80 / 1KG,/shop/productdetails/800763/the-odd-bunch-apples-prepacked-punnet
702151,Woolworths American Bbq Coleslaw 450g,$4.50,$10.00 / 1KG,/shop/productdetails/702151/woolworths-american-bbq-coleslaw
147199,Pumpkin Jarrahdale Grey Cut Each,$3.50,$3.50 / 1EA,/shop/productdetails/147199/pumpkin-jarrahdale-grey-cut
11358,The Salad Servers Lentil Salad 800g,$11.55,$1.44 / 100G,/shop/productdetails/11358/the-salad-servers-lentil-salad
310965,Woolworths Packham Pear 1kg Punnet,$3.00,$3.00 / 1KG,/shop/productdetails/310965/woolworths-packham-pear
147319,Radish Fresh Bunch,$3.50,$3.50 / 1EA,/shop/productdetails/147319/radish-fresh
588302,Woolworths Fresh Food Kids Mini Pears 5 Pack,$3.50,$0.70 / 1EA,/shop/productdetails/588302/woolworths-fresh-food-kids-mini-pears
